[      72ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://127.0.0.1:4176/node_modules/.vite/deps/react-dom_client.js?v=84b78edc:20100
[ 4936934ms] [LOG] [vite] server connection lost. Polling for restart... @ http://127.0.0.1:4176/@vite/client:963
[37478787ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37484338ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37486613ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37489196ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37494690ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37499070ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37503183ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37507646ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37511060ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37515885ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37518439ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37522812ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37526539ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37530440ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37535973ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37541029ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37544280ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37549367ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37553820ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37556806ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37559480ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37563416ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37567981ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37572584ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37578351ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37583952ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37589380ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37591515ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37594008ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37597353ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37601411ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37604028ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37606037ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37610258ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37615055ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37617946ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37623702ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37627042ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37630865ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37633298ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37637171ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37642525ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37646564ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37648686ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37654576ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37658448ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37661708ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37667348ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37670972ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37676452ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37680052ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37682482ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37687647ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37690518ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37693150ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37696647ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37700140ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37705195ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37709499ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37712904ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37716445ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37718883ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37722546ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37724948ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37729322ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37734858ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37738954ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37742819ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37746579ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37750434ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37754108ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37758923ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37761110ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37766602ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37770155ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37775814ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37777838ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37780428ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37783865ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37789251ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37794973ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37798066ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37802689ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37807675ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37810957ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37814984ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37818842ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37821043ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37825567ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37829671ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37835283ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37838633ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37842713ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37845792ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37848859ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37853175ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37857677ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37863109ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
[37869022ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:4176/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4176/@vite/client:1034
